Movie_number,Description
2580382,"In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened."
1860213,"Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break."
56405,"After copper miners discover part of the frozen tail of a prehistoric monster in Lapland, scientists inadvertently bring it back to life."
3270538,Renowned academic and author Noam Chomsky elucidates 10 principles of concentration of wealth and power that have led to unprecedented inequality and the hollowing out of the American middle class.
3355694,See the world of Death Note through Ryuk's point of view.
189160,"Little Fedor brings a cat to home despite his mother's distaste for cats. He runs away with his talking cat, to make more friends on the way."
2025690,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.
856797,"A.D. 2034. It has been two years since Motoko Kusanagi left Section 9. Togusa is now the new leader of the team, that has considerably increased its appointed personnel. The expanded new Section 9 confronts a rash of complicated incidents, and investigations reveal that an ultra-... Read all"
4366830,"After enjoying a summer romance, high school students Danny and Sandy are unexpectedly reunited when she transfers to Rydell High. There Sandy must contend with cynical Rizzo and the Pink Ladies in attempt to win Danny's heart again."
2404233,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict."
4285496,"The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of forty years to search the Amazon for a sacred healing plant."
3499096,"Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy."
1179933,A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.
3300542,"In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders."
2948356,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
3553442,A journalist recounts her wartime coverage in Afghanistan.
3147312,A group of people trying to cross the border from Mexico into the United States encounter a racist man who has taken border patrol duties into his own hands.
3381008,A new assignment forces a top spy to team up with his football hooligan brother.
66963,The misadventures of a ragtag group of elderly Home Guard local defense volunteers at the onset of WW2.
88263,"A night at the movies turns into a nightmare when Michael and his date are attacked by a hoard of bloodthirsty zombies - only a ""Thriller"" can save them now."
3715122,A mother unexpectedly meets her son's fiancée at a villa in Sicily and gets to know her as she waits for her son to arrive.
3910804,"As the Russian conflict with Napoleon reaches its peak, five aristocratic families face the possibility of their lives being changed forever."
4935334,Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.
2888046,"When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand."
4592572,"After getting fired from his job, a slick, fast-talking businessman (The Miz) is thrown into an elf competition to become Santa¹s next second-in-command. Put through a series of rigorous training exercises to prepare for the contest, The Miz and another aspiring elf go head-to-he... Read all"
1276121,"After the assassination of a Cambodian union leader, filmmaker Bradley Cox tracks down witnesses and unravels the police plot that framed two men."
4698684,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
347840,"In a nameless city deluged by continuous rain, three rabbits live with a fearful mystery."
962762,Several directors take part in an anthology dedicated to short anime films.
75703,"Trespassing gang of boys encounter a ghost in the ruins of a castle. When they rescue the ghost who is caught in a trapset, they become allies in a fight to prevent ruins from being turned into mushroom farm by the city authorities."
